Site,Season,Date,Type,Transect,Plot,Plot ID,Less15m,TOTAL,Bare Mud,Dead,Water,Wrack,ROCK,Sill Fiber,Spartina alterniflora,Spartina patens,Distichlis spicata,Juncus gerardii,Salicornia depressa,Vaucheria,Agalinas maritima,Atriplex patula,Festuca rubra,Limonium nashii,Iva frutecens,Panicum virgatum,Plantago maritima,Polygonum ramosissimum,Puccinellia sp.,Schoenoplectus maritimus,Schoenoplectus robustus,Solidago sempervirens,Spartina pectinata,Spergularia marina,Suaeda linearis,Suaeda maritima,Triglochin maritimum,Agarophyton vermiculophyllum,Algae,Ascophyllum nodosum,Filamentous algae,Fucus spiralis,Fucus vesiculosus,Ulva Spp.,Agrostis stolonifera,Agropyron repens,Agrostis alba,Ambrosia sp.,Amelanchier canadensis,Ammophila breviligulata,Annaphalis sp.,Artemisia vulgaris,Aster sp.,Bidens frondosa,Calamagrostis canadensis,Calystegia sepium,Chenopodium album,Chenopodium rubrum,Clover ,Digitaria grass sp.,Echinola crus-gali,Elymus spp,Elymus virginicus,Juncus balticus,Lactuca sp.,Leersia oryzoides,Lotus corniculatus,Lythrum salicaria,Myrica gale,Myrica pensylvanica,Phalaris arundinacea,Phragmites americanus,Phragmites australis,Polygonum sp.,Rosa multiflora,Rosa rugosa,Rubus sp.,Rumex crispus,Schoenoplectus olneyii,Schoenoplectus pungens,Schoenoplectus validus,Schoenoplectus spp.,Solidago rugosa,Solidago sp.,Steria sp.,Symphyotrichum subulatum,Teucrium canadense,Toxicodendron radicans,Typha angustifolia,Typha latifolia,Vetch,Unknown 1,Unknown 2,Unknown 3,Canopy Height_45,NOTES,Percent Live,Percent Not Live,Percent Native,Percent Invasive,Percent Halo,Percent Algae Total,"Vascular Richness Total
",Richness HALO,Richness Algae,Richness Non-Halo,HMGs
Cutts Cove,2019,9/29/2019,Living Shoreline,High,3,,,100,30,10,0,24.5,0,0,0,4,0,4,0.5,0,0,4,0,0,0,0,0,0,0,0,0,0.5,0,0,15,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,36,65,36,0,30,0,10,7,0,3,8
Cutts Cove,2019,9/29/2019,Living Shoreline,High,4,,,100,32,10,0,24,0,0,0,7,0,5,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,40,,34,66,34,0,24,0,7,5,0,2,12
Cutts Cove,2019,9/29/2019,Living Shoreline,High,5,,,100,55,10,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,35,65,35,0,35,0,3,3,0,0,0
Cutts Cove,2019,9/29/2019,Living Shoreline,High,6,,,100,33,25,0,0,0,0,0,5,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,,42,58,40,0,36,0,10,6,0,4,20
Cutts Cove,2019,9/29/2019,Living Shoreline,High,7,,,100,60,10,0,11,0,0,0,8,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,19,81,19,0,18,0,5,4,0,1,8
Cutts Cove,2019,9/29/2019,Living Shoreline,High,8,,,100,50,22,0,0,0,0,0,3,0,1,0.5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,28,,28,72,27,1,26,0,11,7,0,4,4
Cutts Cove,2019,9/29/2019,Living Shoreline,High,9,,,100,80,4.5,0,0,0,0,15,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,16,85,16,0,16,0,2,2,0,0,0
Cutts Cove,2019,9/29/2019,Living Shoreline,High,10,,,100,45,23.5,0,0,0,0,15,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,32,69,32,0,32,0,5,5,0,0,0.5
Cutts Cove,2019,9/19/2019,Reference,Low,1,,,100,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,,100,0,75,0,75,25,1,1,1,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,2,,,100,15,0,0,0,0,0,80,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,85,15,80,0,80,5,1,1,1,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,3,,,100,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,,100,0,70,0,70,30,1,1,2,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,4,,,100,7,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,93,7,60,0,60,33,1,1,2,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,5,,,100,15,2,0,0,0,0,55,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,83,17,73,0,73,10,2,2,1,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,6,,,100,27,0,0,0,0,0,70,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,73,27,72,0,72,1,2,2,1,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,7,,,100,3,0,0,0,0,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,97,3,35,0,35,62,1,1,3,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,8,,,100,10,0,0,0.5,0,0,65,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,,90,11,66,0,66,24,2,2,3,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,9,,,100,8,0,0,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,90,10,50,0,50,40,1,1,1,0,0
Cutts Cove,2019,9/19/2019,Reference,Low,10,,,100,8,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,,92,8,45,0,45,47,1,1,2,0,0
Cutts Cove,2019,9/29/2019,Reference,High,1,,,100,11,0,0,0,0,0,75,3,0,0,5,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,,89,11,88,0,88,1,4,4,1,0,3
Cutts Cove,2019,9/29/2019,Reference,High,2,,,100,20,0,0,0,0,0,40,22,1,0,12,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,,80,20,77,0,77,3,5,5,1,0,23
Cutts Cove,2019,9/29/2019,Reference,High,3,,,100,20,3,0,0,0,0,7,40,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,77,23,72,0,72,5,3,3,1,0,40
Cutts Cove,2019,9/29/2019,Reference,High,4,,,100,1,21,0,3,0,0,0,65,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,75,25,75,0,75,0,2,2,0,0,75
Cutts Cove,2019,9/29/2019,Reference,High,5,,,100,6,2,0,0,0,0,10,25,0,0,35,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,,92,8,72,0,72,20,4,4,1,0,25
Cutts Cove,2019,9/29/2019,Reference,High,6,,,100,8,5,0,0,0,0,15,25,0,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,87,13,75,0,75,12,3,3,1,0,25
Cutts Cove,2019,9/29/2019,Reference,High,7,,,100,0,11,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,89,11,89,0,89,0,2,2,0,0,85
Cutts Cove,2019,9/29/2019,Reference,High,8,,,100,10,2,0,0,0,0,25,10,0,0,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,88,12,68,0,68,20,3,3,1,0,10
Cutts Cove,2019,9/29/2019,Reference,High,9,,,100,10,0,0,0,0,0,5,84.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,,90,10,90,0,90,0,3,3,0,0,84.5
Cutts Cove,2019,9/29/2019,Reference,High,10,,,100,25,30,0,0,0,0,44,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,45,55,45,0,45,1,2,2,1,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,1,CCNA1,,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,,65,35,0,0,0,65,0,0,1,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,2,CCNA2,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,3,CCNA3,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,4,CCNA4,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,,100,0,0,0,0,100,0,0,1,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,5,CCNA5,,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,80,20,0,0,0,80,0,0,4,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,6,CCNA6,,100,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,10,90,0,0,0,10,0,0,1,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,7,CCNA7,,100,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,99,0,0,0,1,0,0,1,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,8,CCNA8,,100,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,,41,59,0,0,0,41,0,0,3,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,9,CCNA9,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
Cutts Cove,2019,8/7/2019,No Action Control,Low,10,CCNA10,,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,,85,15,0,0,0,85,0,0,2,0,0
Cutts Cove,2019,,No Action Control,High,10,Modified,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
North Mill Pond,2019,7/29/2019,Living Shoreline,High,1,NMPLSH1,,100,35,0,0,0,0,0,0,51,0,0,1,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,65,35,65,0,65,0,6,6,0,0,61
North Mill Pond,2019,7/29/2019,Living Shoreline,High,2,NMPLSH2,,100,5,0,0,20,0,0,0,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7,,75,25,75,0,75,0,4,4,0,0,72
North Mill Pond,2019,7/29/2019,Living Shoreline,High,3,NMPLSH3,,100,94,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,Unidentifiable Grass,1,99,0,0,0,0,1,0,0,1,0
North Mill Pond,2019,7/29/2019,Living Shoreline,High,4,NMPLSH4,,100,50,0,0,0,0,0,5,5,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,,50,50,50,0,50,0,6,6,0,0,5
North Mill Pond,2019,7/29/2019,Living Shoreline,High,5,NMPLSH5,,100,0,0,0,5,0,0,1,58,0,0,1,0,0,5,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3,,95,5,95,0,95,0,6,6,0,0,73
North Mill Pond,2019,7/29/2019,Living Shoreline,High,6,NMPLSH6,,100,15,0,0,60,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,,25,75,25,0,25,0,1,1,0,0,25
North Mill Pond,2019,7/29/2019,Living Shoreline,High,7,NMPLSH7,,100,0,0,0,0,0,0,0,15,0,0,1,0,0,1,0,10,0,0,15,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,100,0,100,0,100,0,7,7,0,0,72
North Mill Pond,2019,7/29/2019,Living Shoreline,High,8,NMPLSH8,,100,5,0,0,0,0,0,37,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7,,95,5,95,0,95,0,6,6,0,0,25
North Mill Pond,2019,7/29/2019,Living Shoreline,High,9,NMPLSH9,,100,0,0,0,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,,26,74,26,0,26,0,2,2,0,0,25
North Mill Pond,2019,7/29/2019,Living Shoreline,High,10,NMPLSH10,,100,0,0,0,0,0,0,63,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,,100,0,100,0,100,0,5,5,0,0,30
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,1,NMPLSL1,Y,100,45,0,0,0,0,0,5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,55,45,5,0,5,50,1,1,1,0,0
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,2,NMPLSL2,Y,100,90,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,90,0,0,0,10,0,0,1,0,0
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,3,NMPLSL3,Y,100,15,0,0,0,0,0,20,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,,85,15,20,0,20,65,1,1,1,0,0
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,4,NMPLSL4,Y,100,0,0,0,0,0,0,95,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.3,,100,0,95,0,95,5,1,1,1,0,0
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,5,NMPLSL5,Y,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,6,NMPLSL6,N,100,15,0,0,0,0,0,5,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forgot To Measure Canopy Height,85,15,5,0,5,80,1,1,1,0,0
